,movieId,title,genres
66,83,Once Upon a Time... When We Were Colored (1995), Drama|romance 
67,84,Last Summer in the Hamptons (1995), Comedy|drama 
68,85,Angels and Insects (1995), Drama|romance 
69,86,White Squall (1996), Action|adventure|DRAMA 
70,87,Dunston Checks In (1996), Children|comedy 
71,89,Nick of Time (1995), Action|thriller 
72,92,Mary Reilly (1996), Drama|horror|THRILLER 
73,93,Vampire in Brooklyn (1995), Comedy|horror|ROMANCE 
74,94,Beautiful Girls (1996), Comedy|drama|ROMANCE 
75,95,Broken Arrow (1996), Action|adventure|THRILLER 
76,96,In the Bleak Midwinter (1995), Comedy|drama 
77,97,"Hate (Haine, La) (1995)", Crime|drama 
78,98,Shopping (1994), Action|thriller 
79,99,Heidi Fleiss: Hollywood Madam (1995), Documentary 
80,100,City Hall (1996), Drama|thriller 
81,101,Bottle Rocket (1996), Adventure|comedy|CRIME|romance 
82,103,Unforgettable (1996), Mystery|sci-fi|THRILLER 
83,105,"Bridges of Madison County, The (1995)", Drama|romance 
84,106,Nobody Loves Me (Keiner liebt mich) (1994), Comedy|drama 
85,107,Muppet Treasure Island (1996), Adventure|children|COMEDY|musical 
86,108,Catwalk (1996), Documentary 
87,109,Headless Body in Topless Bar (1995), Comedy|drama|THRILLER 
88,110,Braveheart (1995), Action|drama|WAR 
89,111,Taxi Driver (1976), Crime|drama|THRILLER 
90,112,Rumble in the Bronx (Hont faan kui) (1995), Action|adventure|COMEDY|crime 
91,113,Before and After (1996), Drama|mystery 
92,116,Anne Frank Remembered (1995), Documentary 
93,117,"Young Poisoner's Handbook, The (1995)", Crime|drama 
94,118,If Lucy Fell (1996), Comedy|romance 
95,120,Race the Sun (1996), Adventure|comedy|DRAMA 
96,122,Boomerang (1992), Comedy|romance 
97,123,Chungking Express (Chung Hing sam lam) (1994), Drama|mystery|ROMANCE 
98,126,"NeverEnding Story III, The (1994)", Adventure|children|FANTASY 
99,128,Jupiter's Wife (1994), Documentary 
100,129,Pie in the Sky (1996), Comedy|romance 
101,131,Frankie Starlight (1995), Drama|romance 
102,133,Nueba Yol (1995), Comedy|drama 
103,134,Sonic Outlaws (1995), Documentary 
104,136,From the Journals of Jean Seberg (1995), Documentary 
105,137,Man of the Year (1995), Documentary 
106,139,Target (1995), Action|drama 
107,140,Up Close and Personal (1996), Drama|romance 
108,145,Bad Boys (1995), Action|comedy|CRIME|drama|Thriller 
109,146,"Amazing Panda Adventure, The (1995)", Adventure|children 
110,149,Amateur (1994), Crime|drama|THRILLER 
111,150,Apollo 13 (1995), Adventure|drama|IMAX 
112,151,Rob Roy (1995), Action|drama|ROMANCE|war 
113,152,"Addiction, The (1995)", Drama|horror 
114,153,Batman Forever (1995), Action|adventure|COMEDY|crime 
115,155,Beyond Rangoon (1995), Adventure|drama|WAR 
116,156,Blue in the Face (1995), Comedy|drama 
117,157,Canadian Bacon (1995), Comedy|war 
118,158,Casper (1995), Adventure|children 
119,159,Clockers (1995), Crime|drama|MYSTERY 
120,160,Congo (1995), Action|adventure|MYSTERY|sci-fi 
121,161,Crimson Tide (1995), Drama|thriller|WAR 
122,162,Crumb (1994), Documentary 
123,163,Desperado (1995), Action|romance|WESTERN 
124,164,Devil in a Blue Dress (1995), Crime|film-noir|MYSTERY|thriller 
125,165,Die Hard: With a Vengeance (1995), Action|crime|THRILLER 
126,166,"Doom Generation, The (1995)", Comedy|crime|DRAMA 
127,168,First Knight (1995), Action|drama|ROMANCE 
128,169,Free Willy 2: The Adventure Home (1995), Adventure|children|DRAMA 
129,170,Hackers (1995), Action|adventure|CRIME|thriller 
130,171,Jeffrey (1995), Comedy|drama 
131,172,Johnny Mnemonic (1995), Action|sci-fi|THRILLER 
132,173,Judge Dredd (1995), Action|crime|SCI-FI 
133,178,Love & Human Remains (1993), Comedy|drama 
134,179,Mad Love (1995), Drama|romance 
135,180,Mallrats (1995), Comedy|romance 
136,181,Mighty Morphin Power Rangers: The Movie (1995), Action|children 
137,182,Moonlight and Valentino (1995), Drama|romance 
138,183,Mute Witness (1994), Comedy|horror|THRILLER 
139,185,"Net, The (1995)", Action|crime|THRILLER 
140,186,Nine Months (1995), Comedy|romance 
141,188,"Prophecy, The (1995)", Fantasy|horror|MYSTERY 
142,189,Reckless (1995), Comedy|fantasy 
143,191,"Scarlet Letter, The (1995)", Drama|romance 
144,192,The Show (1995), Documentary 
145,194,Smoke (1995), Comedy|drama 
146,195,Something to Talk About (1995), Comedy|drama|ROMANCE 
147,196,Species (1995), Horror|sci-fi 
148,198,Strange Days (1995), Action|crime|DRAMA|mystery|Sci-Fi|THRILLER 
149,199,"Umbrellas of Cherbourg, The (Parapluies de Cherbourg, Les) (1964)", Drama|musical|ROMANCE 
150,201,Three Wishes (1995), Drama|fantasy 
151,202,Total Eclipse (1995), Drama|romance 
152,205,Unstrung Heroes (1995), Comedy|drama 
153,206,Unzipped (1995), Documentary 
154,207,"Walk in the Clouds, A (1995)", Drama|romance 
155,208,Waterworld (1995), Action|adventure|SCI-FI 
156,212,Bushwhacked (1995), Adventure|comedy|CRIME|mystery 
157,214,Before the Rain (Pred dozhdot) (1994), Drama|war 
158,215,Before Sunrise (1995), Drama|romance 
159,217,"Babysitter, The (1995)", Drama|thriller 
160,218,Boys on the Side (1995), Comedy|drama 
161,222,Circle of Friends (1995), Drama|romance 
162,224,Don Juan DeMarco (1995), Comedy|drama|ROMANCE 
163,225,Disclosure (1994), Drama|thriller 
164,227,Drop Zone (1994), Action|thriller 
165,229,Death and the Maiden (1994), Drama|thriller 
166,230,Dolores Claiborne (1995), Drama|thriller 
167,231,Dumb & Dumber (Dumb and Dumber) (1994), Adventure|comedy 
168,232,Eat Drink Man Woman (Yin shi nan nu) (1994), Comedy|drama|ROMANCE 
169,235,Ed Wood (1994), Comedy|drama 
170,236,French Kiss (1995), Action|comedy|ROMANCE 
171,237,Forget Paris (1995), Comedy|romance 
172,238,Far From Home: The Adventures of Yellow Dog (1995), Adventure|children 
173,239,"Goofy Movie, A (1995)", Animation|children|COMEDY|romance 
174,241,Fluke (1995), Children|drama 
175,242,Farinelli: il castrato (1994), Drama|musical 
176,243,Gordy (1995), Children|comedy|FANTASY 
177,244,Gumby: The Movie (1995), Animation|children 
178,245,The Glass Shield (1994), Crime|drama 
179,246,Hoop Dreams (1994), Documentary 
180,247,Heavenly Creatures (1994), Crime|drama 
181,249,Immortal Beloved (1994), Drama|romance 
182,250,Heavyweights (Heavy Weights) (1995), Children|comedy 
183,252,I.Q. (1994), Comedy|romance 
184,253,Interview with the Vampire: The Vampire Chronicles (1994), Drama|horror 
185,256,Junior (1994), Comedy|sci-fi 
186,257,Just Cause (1995), Mystery|thriller 
187,258,"Kid in King Arthur's Court, A (1995)", Adventure|children|COMEDY|fantasy|Romance 
188,259,Kiss of Death (1995), Crime|drama|THRILLER 
189,260,Star Wars: Episode IV - A New Hope (1977), Action|adventure|SCI-FI 
190,262,"Little Princess, A (1995)", Children|drama 
191,265,Like Water for Chocolate (Como agua para chocolate) (1992), Drama|fantasy|ROMANCE 
192,266,Legends of the Fall (1994), Drama|romance|WAR|western 
193,268,Little Odessa (1994), Crime|drama 
194,270,Love Affair (1994), Drama|romance 
195,272,"Madness of King George, The (1994)", Comedy|drama 
196,273,Mary Shelley's Frankenstein (Frankenstein) (1994), Drama|horror|SCI-FI 
197,276,Milk Money (1994), Comedy|romance 
198,280,Murder in the First (1995), Drama|thriller 
199,281,Nobody's Fool (1994), Comedy|drama|ROMANCE 
200,283,New Jersey Drive (1995), Crime|drama 
201,284,New York Cop (Nyû Yôku no koppu) (1993), Action|crime 
202,285,Beyond Bedlam (1993), Drama|horror 
203,286,Nemesis 2: Nebula (1995), Action|sci-fi|THRILLER 
204,287,Nina Takes a Lover (1994), Comedy|romance 
205,288,Natural Born Killers (1994), Action|crime|THRILLER 
206,289,Only You (1994), Comedy|romance 
207,290,Once Were Warriors (1994), Crime|drama 
208,291,Poison Ivy II (1996), Drama|thriller 
209,292,Outbreak (1995), Action|drama|SCI-FI|thriller 
210,293,Léon: The Professional (a.k.a. The Professional) (Léon) (1994), Action|crime|DRAMA|thriller 
211,294,"Perez Family, The (1995)", Comedy|romance 
212,295,"Pyromaniac's Love Story, A (1995)", Comedy|romance 
213,296,Pulp Fiction (1994), Comedy|crime|DRAMA|thriller 
214,301,Picture Bride (Bijo photo) (1994), Drama|romance 
215,302,"Queen Margot (Reine Margot, La) (1994)", Drama|romance 
216,303,"Quick and the Dead, The (1995)", Action|thriller|WESTERN 
217,304,Roommates (1995), Comedy|drama 
218,308,Three Colors: White (Trzy kolory: Bialy) (1994), Comedy|drama 
219,311,Relative Fear (1994), Horror|thriller 
220,313,"Swan Princess, The (1994)", Animation|children 
221,314,"Secret of Roan Inish, The (1994)", Children|drama|FANTASY|mystery 
222,315,"Specialist, The (1994)", Action|drama|THRILLER 
223,316,Stargate (1994), Action|adventure|SCI-FI 
224,317,"Santa Clause, The (1994)", Comedy|drama|FANTASY 
225,318,"Shawshank Redemption, The (1994)", Crime|drama 
226,319,Shallow Grave (1994), Comedy|drama|THRILLER 
227,320,Suture (1993), Film-Noir|thriller 
228,322,Swimming with Sharks (1995), Comedy|drama 
229,324,"Sum of Us, The (1994)", Comedy|drama 
230,327,Tank Girl (1995), Action|comedy|SCI-FI 
231,328,Tales from the Crypt Presents: Demon Knight (1995), Horror|thriller 
232,329,Star Trek: Generations (1994), Adventure|drama|SCI-FI 
233,330,Tales from the Hood (1995), Action|crime|HORROR 
234,332,Village of the Damned (1995), Horror|sci-fi 
235,335,Underneath (1995), Mystery|thriller 
236,336,"Walking Dead, The (1995)", Drama|war 
237,338,Virtuosity (1995), Action|sci-fi|THRILLER 
238,339,While You Were Sleeping (1995), Comedy|romance 
239,340,"War, The (1994)", Adventure|drama|WAR 
240,345,"Adventures of Priscilla, Queen of the Desert, The (1994)", Comedy|drama 
241,346,Backbeat (1993), Drama|musical 
242,347,Bitter Moon (1992), Drama|film-noir|ROMANCE 
243,349,Clear and Present Danger (1994), Action|crime|DRAMA|thriller 
244,350,"Client, The (1994)", Drama|mystery|THRILLER 
245,351,"Corrina, Corrina (1994)", Comedy|drama|ROMANCE 
246,352,Crooklyn (1994), Comedy|drama 
247,353,"Crow, The (1994)", Action|crime|FANTASY|thriller 
248,355,"Flintstones, The (1994)", Children|comedy|FANTASY 
249,356,Forrest Gump (1994), Comedy|drama|ROMANCE|war 
250,357,Four Weddings and a Funeral (1994), Comedy|romance 
251,359,I Like It Like That (1994), Comedy|drama|ROMANCE 
252,360,I Love Trouble (1994), Action|comedy 
253,361,It Could Happen to You (1994), Comedy|drama|ROMANCE 
254,362,"Jungle Book, The (1994)", Adventure|children|ROMANCE 
255,363,"Wonderful, Horrible Life of Leni Riefenstahl, The (Macht der Bilder: Leni Riefenstahl, Die) (1993)", Documentary 
256,364,"Lion King, The (1994)", Adventure|animation|CHILDREN|drama|Musical|IMAX 
257,366,"Wes Craven's New Nightmare (Nightmare on Elm Street Part 7: Freddy's Finale, A) (1994)", Drama|horror|MYSTERY|thriller 
258,367,"Mask, The (1994)", Action|comedy|CRIME|fantasy 
259,368,Maverick (1994), Adventure|comedy|WESTERN 
260,370,Naked Gun 33 1/3: The Final Insult (1994), Action|comedy 
261,371,"Paper, The (1994)", Comedy|drama 
262,372,Reality Bites (1994), Comedy|drama|ROMANCE 
263,374,Richie Rich (1994), Children|comedy 
264,376,"River Wild, The (1994)", Action|thriller 
265,377,Speed (1994), Action|romance|THRILLER 
266,378,Speechless (1994), Comedy|romance 
267,379,Timecop (1994), Action|sci-fi|THRILLER 
268,380,True Lies (1994), Action|adventure|COMEDY|romance|Thriller 
269,381,When a Man Loves a Woman (1994), Drama|romance 
270,382,Wolf (1994), Drama|horror|ROMANCE|thriller 
271,384,Bad Company (1995), Action|crime|DRAMA 
272,387,"Low Down Dirty Shame, A (1994)", Action|comedy 
273,389,"Colonel Chabert, Le (1994)", Drama|romance|WAR 
274,390,Faster Pussycat! Kill! Kill! (1965), Action|crime|DRAMA 
275,391,Jason's Lyric (1994), Crime|drama 
276,392,"Secret Adventures of Tom Thumb, The (1993)", Adventure|animation 
277,393,Street Fighter (1994), Action|adventure|FANTASY 
278,395,Desert Winds (1995), Drama|fantasy|ROMANCE 
279,398,Frank and Ollie (1995), Documentary 
280,401,Mirage (1995), Action|thriller 
281,403,Two Crimes (Dos crímenes) (1995), Comedy|crime|DRAMA 
282,404,Brother Minister: The Assassination of Malcolm X (1994), Documentary 
283,405,Highlander III: The Sorcerer (a.k.a. Highlander: The Final Dimension) (1994), Action|fantasy 
284,407,In the Mouth of Madness (1995), Horror|thriller 
285,409,Above the Rim (1994), Crime|drama 
286,410,Addams Family Values (1993), Children|comedy|FANTASY 
287,411,Martin Lawrence: You So Crazy (1994), Comedy|documentary 
288,415,Another Stakeout (1993), Comedy|thriller 
289,417,Barcelona (1994), Comedy|romance 
290,420,Beverly Hills Cop III (1994), Action|comedy|CRIME|thriller 
291,421,Black Beauty (1994), Adventure|children|DRAMA 
292,423,Blown Away (1994), Action|thriller 
293,425,Blue Sky (1994), Drama|romance 
294,426,Body Snatchers (1993), Horror|sci-fi|THRILLER 
295,427,Boxing Helena (1993), Drama|mystery|ROMANCE|thriller 
296,430,Calendar Girl (1993), Comedy|drama 
297,431,Carlito's Way (1993), Crime|drama 
298,432,City Slickers II: The Legend of Curly's Gold (1994), Adventure|comedy|WESTERN 
299,434,Cliffhanger (1993), Action|adventure|THRILLER 
300,435,Coneheads (1993), Comedy|sci-fi 
301,436,Color of Night (1994), Drama|thriller 
302,438,"Cowboy Way, The (1994)", Action|comedy|DRAMA 
303,440,Dave (1993), Comedy|romance 
304,442,Demolition Man (1993), Action|adventure|SCI-FI 
305,443,"Endless Summer 2, The (1994)", Adventure|documentary 
306,444,Even Cowgirls Get the Blues (1993), Comedy|romance 
307,446,Farewell My Concubine (Ba wang bie ji) (1993), Drama|romance 
308,447,"Favor, The (1994)", Comedy|romance 
309,450,With Honors (1994), Comedy|drama 
310,451,Flesh and Bone (1993), Drama|mystery|ROMANCE 
311,453,For Love or Money (1993), Comedy|romance 
312,454,"Firm, The (1993)", Drama|thriller 
313,455,Free Willy (1993), Adventure|children|DRAMA 
314,456,Fresh (1994), Crime|drama|THRILLER 
315,458,Geronimo: An American Legend (1993), Drama|western 
316,459,"Getaway, The (1994)", Action|adventure|CRIME|drama|Romance|THRILLER 
317,461,Go Fish (1994), Drama|romance 
318,462,"Good Man in Africa, A (1994)", Action|adventure 
319,463,Guilty as Sin (1993), Crime|drama|THRILLER 
320,464,Hard Target (1993), Action|adventure|CRIME|thriller 
321,465,Heaven & Earth (1993), Action|drama|WAR 
322,466,Hot Shots! Part Deux (1993), Action|comedy|WAR 
323,468,"Englishman Who Went Up a Hill But Came Down a Mountain, The (1995)", Comedy|romance 
324,469,"House of the Spirits, The (1993)", Drama|romance 
325,472,I'll Do Anything (1994), Comedy|drama 
326,473,In the Army Now (1994), Comedy|war 
327,474,In the Line of Fire (1993), Action|thriller 
328,476,"Inkwell, The (1994)", Comedy|drama 
329,477,What's Love Got to Do with It? (1993), Drama|musical 
330,478,Jimmy Hollywood (1994), Comedy|crime|DRAMA 
331,479,Judgment Night (1993), Action|crime|THRILLER 
332,480,Jurassic Park (1993), Action|adventure|SCI-FI|thriller 
333,481,Kalifornia (1993), Drama|thriller 
334,482,Killing Zoe (1994), Crime|drama|THRILLER 
335,484,Lassie (1994), Adventure|children 
336,485,Last Action Hero (1993), Action|adventure|COMEDY|fantasy 
337,487,Lightning Jack (1994), Comedy|western 
338,488,M. Butterfly (1993), Drama|romance 
339,492,Manhattan Murder Mystery (1993), Comedy|mystery 
340,493,Menace II Society (1993), Action|crime|DRAMA 
341,494,Executive Decision (1996), Action|adventure|THRILLER 
342,496,What Happened Was... (1994), Comedy|drama|ROMANCE|thriller 
343,497,Much Ado About Nothing (1993), Comedy|romance 
344,498,Mr. Jones (1993), Drama|romance 
345,499,Mr. Wonderful (1993), Comedy|romance 
346,500,Mrs. Doubtfire (1993), Comedy|drama 
347,502,"Next Karate Kid, The (1994)", Action|children|ROMANCE 
348,504,No Escape (1994), Action|drama|SCI-FI 
349,506,Orlando (1992), Drama|fantasy|ROMANCE 
350,507,"Perfect World, A (1993)", Crime|drama|THRILLER 
351,509,"Piano, The (1993)", Drama|romance 
352,511,"Program, The (1993)", Action|drama 
353,512,"Puppet Masters, The (1994)", Horror|sci-fi 
354,513,Radioland Murders (1994), Comedy|mystery|ROMANCE 
355,515,"Remains of the Day, The (1993)", Drama|romance 
356,516,Renaissance Man (1994), Comedy|drama 
357,517,Rising Sun (1993), Action|drama|MYSTERY 
358,519,RoboCop 3 (1993), Action|crime|DRAMA|sci-fi|Thriller 
359,521,Romeo Is Bleeding (1993), Crime|thriller 
360,522,Romper Stomper (1992), Action|drama 
361,527,Schindler's List (1993), Drama|war 
362,528,"Scout, The (1994)", Comedy|drama 
363,531,"Secret Garden, The (1993)", Children|drama 
364,532,Serial Mom (1994), Comedy|crime|HORROR 
365,533,"Shadow, The (1994)", Action|adventure|FANTASY|mystery 
366,534,Shadowlands (1993), Drama|romance 
367,539,Sleepless in Seattle (1993), Comedy|drama|ROMANCE 
368,541,Blade Runner (1982), Action|sci-fi|THRILLER 
369,542,Son in Law (1993), Comedy|drama|ROMANCE 
370,543,So I Married an Axe Murderer (1993), Comedy|romance|THRILLER 
371,544,Striking Distance (1993), Action|crime 
372,546,Super Mario Bros. (1993), Action|adventure|CHILDREN|comedy|Fantasy|SCI-FI 
373,547,Surviving the Game (1994), Action|adventure|THRILLER 
374,548,Terminal Velocity (1994), Action|mystery|THRILLER 
375,549,Thirty-Two Short Films About Glenn Gould (1993), Drama|musical 
376,550,Threesome (1994), Comedy|romance 
377,551,"Nightmare Before Christmas, The (1993)", Animation|children|FANTASY|musical 
378,552,"Three Musketeers, The (1993)", Action|adventure|COMEDY|romance 
379,553,Tombstone (1993), Action|drama|WESTERN 
380,554,Trial by Jury (1994), Crime|drama|THRILLER 
381,555,True Romance (1993), Crime|thriller 
382,556,"War Room, The (1993)", Documentary 
383,558,"Pagemaster, The (1994)", Action|adventure|ANIMATION|children|Fantasy 
384,561,Killer (Bulletproof Heart) (1994), Drama|thriller 
385,562,Welcome to the Dollhouse (1995), Comedy|drama 
386,563,Germinal (1993), Drama|romance 
387,565,Cronos (1993), Drama|horror 
388,566,Naked in New York (1994), Comedy|romance 
389,567,Kika (1993), Comedy|drama 
390,568,Bhaji on the Beach (1993), Comedy|drama 
391,569,Little Big League (1994), Comedy|drama 
392,570,"Slingshot, The (Kådisbellan) (1993)", Comedy|drama 
393,571,"Wedding Gift, The (1994)", Drama|romance 
394,574,Spanking the Monkey (1994), Comedy|drama 
395,575,"Little Rascals, The (1994)", Children|comedy 
396,577,Andre (1994), Adventure|children|DRAMA 
397,579,"Escort, The (Scorta, La) (1993)", Crime|thriller 
398,581,"Celluloid Closet, The (1995)", Documentary 
399,582,Métisse (Café au Lait) (1993), Comedy|drama 
400,583,Dear Diary (Caro Diario) (1994), Comedy|drama 
401,584,I Don't Want to Talk About It (De eso no se habla) (1993), Drama|romance 
402,586,Home Alone (1990), Children|comedy 
403,587,Ghost (1990), Comedy|drama|FANTASY|romance|Thriller 
404,588,Aladdin (1992), Adventure|animation|CHILDREN|comedy|Musical 
405,589,Terminator 2: Judgment Day (1991), Action|sci-fi 
406,590,Dances with Wolves (1990), Adventure|drama|WESTERN 
407,591,Tough and Deadly (1995), Action|drama|THRILLER 
408,592,Batman (1989), Action|crime|THRILLER 
409,593,"Silence of the Lambs, The (1991)", Crime|horror|THRILLER 
410,594,Snow White and the Seven Dwarfs (1937), Animation|children|DRAMA|fantasy|Musical 
411,595,Beauty and the Beast (1991), Animation|children|FANTASY|musical|Romance|IMAX 
412,596,Pinocchio (1940), Animation|children|FANTASY|musical 
413,597,Pretty Woman (1990), Comedy|romance 
414,598,Window to Paris (Okno v Parizh) (1994), Comedy|fantasy 
415,599,"Wild Bunch, The (1969)", Adventure|western 
416,600,Love and a .45 (1994), Action|comedy|CRIME 
417,602,"Great Day in Harlem, A (1994)", Documentary 
418,604,Criminals (1996), Documentary 
419,605,One Fine Day (1996), Drama|romance 
420,606,Candyman: Farewell to the Flesh (1995), Fantasy|horror 
421,608,Fargo (1996), Comedy|crime|DRAMA|thriller 
422,609,Homeward Bound II: Lost in San Francisco (1996), Adventure|children 
423,610,Heavy Metal (1981), Action|adventure|ANIMATION|horror|Sci-Fi 
424,611,Hellraiser: Bloodline (1996), Action|horror|SCI-FI 
425,613,Jane Eyre (1996), Drama|romance 
426,614,Loaded (1994), Drama|thriller 
427,615,Bread and Chocolate (Pane e cioccolata) (1973), Comedy|drama 
428,616,"Aristocats, The (1970)", Animation|children 
429,617,"Flower of My Secret, The (La flor de mi secreto) (1995)", Comedy|drama 
430,618,Two Much (1995), Comedy|romance 
431,624,Condition Red (Beyond the Law) (1995), Action|drama|THRILLER 
432,627,"Last Supper, The (1995)", Drama|thriller 
433,628,Primal Fear (1996), Crime|drama|MYSTERY|thriller 
434,630,Carried Away (1996), Drama|romance 
435,631,All Dogs Go to Heaven 2 (1996), Adventure|animation|CHILDREN|fantasy|Musical|ROMANCE 
436,632,Land and Freedom (Tierra y libertad) (1995), Drama|war 
437,635,"Family Thing, A (1996)", Comedy|drama 
438,639,Girl 6 (1996), Comedy|drama 
439,640,Diabolique (1996), Drama|thriller 
440,641,"Little Indian, Big City (Un indien dans la ville) (1994)", Adventure|children|COMEDY 
441,647,Courage Under Fire (1996), Action|crime|DRAMA|war 
442,648,Mission: Impossible (1996), Action|adventure|MYSTERY|thriller 
443,649,Cold Fever (Á köldum klaka) (1995), Comedy|drama 
444,652,"301, 302 (301/302) (1995)", Horror|mystery|THRILLER 
445,653,Dragonheart (1996), Action|adventure|FANTASY 
446,654,And Nobody Weeps for Me (Und keiner weint mir nach) (1996), Drama|romance 
447,657,Yankee Zulu (1994), Comedy|drama 
448,658,Billy's Holiday (1995), Drama|musical 
449,659,Purple Noon (Plein soleil) (1960), Crime|drama|THRILLER 
450,661,James and the Giant Peach (1996), Adventure|animation|CHILDREN|fantasy|Musical 
451,665,Underground (1995), Comedy|drama|WAR 
452,666,All Things Fair (Lust och fägring stor) (1995), Drama|romance|WAR 
453,671,Mystery Science Theater 3000: The Movie (1996), Comedy|sci-fi 
454,673,Space Jam (1996), Adventure|animation|CHILDREN|comedy|Fantasy|SCI-FI 
455,674,Barbarella (1968), Adventure|comedy|SCI-FI 
456,675,Hostile Intentions (1994), Action|drama|THRILLER 
457,676,They Bite (1996), Comedy|horror|SCI-FI 
458,678,Some Folks Call It a Sling Blade (1993), Drama|thriller 
459,680,"Alphaville (Alphaville, une étrange aventure de Lemmy Caution) (1965)", Drama|mystery|ROMANCE|sci-fi|Thriller 
460,682,Tigrero: A Film That Was Never Made (1994), Documentary|drama 
461,683,"Eye of Vichy, The (Oeil de Vichy, L') (1993)", Documentary 
462,687,Country Life (1994), Drama|romance 
463,688,Operation Dumbo Drop (1995), Action|adventure|COMEDY|war 
464,690,"Promise, The (Versprechen, Das) (1995)", Drama|romance 
465,691,Mrs. Winterbourne (1996), Comedy|romance 
466,692,Solo (1996), Action|sci-fi|THRILLER 
467,694,"Substitute, The (1996)", Action|crime|DRAMA 
468,695,True Crime (1996), Mystery|thriller 
469,696,Butterfly Kiss (1995), Drama|thriller 
470,697,Feeling Minnesota (1996), Drama|romance 
471,704,"Quest, The (1996)", Action|adventure 
472,707,Mulholland Falls (1996), Crime|drama|THRILLER 
473,708,"Truth About Cats & Dogs, The (1996)", Comedy|romance 
474,709,Oliver & Company (1988), Adventure|animation|CHILDREN|comedy|Musical 
475,711,Flipper (1996), Adventure|children 
476,712,Captives (1994), Crime|drama|ROMANCE|thriller 
477,714,Dead Man (1995), Drama|mystery|WESTERN 
